Name	Classification	Specific_Tissue	Specific_Sex
Transcript_65549.0	Others		
Transcript_66973.0	Others		
Transcript_244067.0	Others		
Transcript_84878.0	Others		
Transcript_99528.0	Others		
Transcript_102446.0	Tissue Specific	Brain	Male
Transcript_17882.0	Others		
Transcript_178821.0	Tissue Specific	Gonad	Female
Transcript_247127.0	Others		
Transcript_17885.0	Tissue Specific	Brain	
Transcript_270211.0	Others		
Transcript_229933.0	Tissue Specific	Kidney	
Transcript_131213.0	Others		
Transcript_264182.0	Others		
Transcript_17894.0	Others		
Transcript_52032.0	Tissue Specific	Lung	
Transcript_260000.0	Tissue Specific	Kidney	
Transcript_223422.0	Others		
Transcript_201509.0	Tissue Specific	Gonad	
Transcript_193658.0	Tissue Specific	Brain	
Transcript_179001.0	Tissue Specific	Gonad	
Transcript_25970.0	Others		
Transcript_14224.0	Others		
Transcript_62384.0	Others		
Transcript_88531.0	Tissue Specific	Gonad	Male
Transcript_93862.0	Others		
Transcript_94786.0	Others		
Transcript_209931.0	Others		
Transcript_18565.0	Others		
Transcript_190831.0	Others		
Transcript_32507.0	Tissue Specific	Brain	
Transcript_201028.0	Tissue Specific	Gonad	
Transcript_194259.0	Tissue Specific	Gonad	
Transcript_100917.0	Tissue Specific	Brain	
Transcript_179094.0	Others		
Transcript_179131.0	Others		
Transcript_223694.0	Others		
Transcript_72130.0	Others		
Transcript_35183.0	Others		
Transcript_86832.0	Others		
Transcript_134864.0	Others		
Transcript_76790.0	Others		
Transcript_179144.0	Others		
Transcript_17915.0	Others		
Transcript_32785.0	Tissue Specific	Lung	
Transcript_56336.0	Others		
Transcript_220652.0	Others		
Transcript_179171.0	Others		
Transcript_179229.0	Tissue Specific	Gonad	Female
Transcript_155363.0	Not Expressed		
Transcript_236721.0	Others		
Transcript_17923.0	Others		
Transcript_100431.0	Others		
Transcript_44225.0	Others		
Transcript_179256.0	Others		
Transcript_54055.0	Others		
Transcript_267229.0	Others		
Transcript_179279.0	Tissue Specific	Skin	
Transcript_202698.0	Others		
Transcript_183622.0	Others		
Transcript_68752.0	Tissue Specific	Skin	
Transcript_27665.0	Others		
Transcript_17931.0	Others		
Transcript_96664.0	Others		
Transcript_230651.0	Others		
Transcript_42682.0	Others		
Transcript_65274.0	Others		
Transcript_72818.0	Others		
Transcript_238437.0	Others		
Transcript_179317.0	Tissue Specific	Brain	
Transcript_159000.0	Tissue Specific	Brain	Female
Transcript_66672.0	Others		
Transcript_237161.0	Others		
Transcript_17933.0	Tissue Specific	Brain	
Transcript_179349.0	Tissue Specific	Brain	Male
Transcript_90333.0	Others		
Transcript_256138.0	Others		
Transcript_151142.0	Tissue Specific	Muscle	
Transcript_27799.0	Others		
Transcript_53825.0	Tissue Specific	Brain	
Transcript_219174.0	Others		
Transcript_37960.0	Others		
Transcript_228860.0	Others		
Transcript_235682.0	Tissue Specific	Gonad	Female
Transcript_262439.0	Others		
Transcript_69412.0	Tissue Specific	Brain	
Transcript_228589.0	Tissue Specific	Liver	
Transcript_179548.0	Others		
Transcript_20304.0	Others		
Transcript_17955.0	Others		
Transcript_255346.0	Others		
Transcript_179574.0	Others		
Transcript_27392.0	Others		
Transcript_230213.0	Others		
Transcript_237032.0	Others		
Transcript_33050.0	Others		
Transcript_64284.0	Others		
Transcript_153749.0	Others		
Transcript_179576.0	Tissue Specific	Brain	Female
Transcript_42340.0	Others		
Transcript_163583.0	Tissue Specific	Skin	
Transcript_102560.0	Others		
Transcript_223931.0	Others		
Transcript_265683.0	Others		
Transcript_220350.0	Others		
Transcript_215409.0	Tissue Specific	Brain	
Transcript_179703.0	Tissue Specific	Lung	
Transcript_65939.0	Others		
Transcript_28079.0	Others		
Transcript_179707.0	Tissue Specific	Gonad	Female
Transcript_43040.0	Tissue Specific	Brain	Female
Transcript_265578.0	Others		
Transcript_123514.0	Tissue Specific	Gonad	Female
Transcript_200103.0	Tissue Specific	Liver	
Transcript_208826.0	Others		
Transcript_179717.0	Others		
Transcript_209636.0	Others		
Transcript_179793.0	Tissue Specific	Lung	Male
Transcript_26820.0	Others		
Transcript_22033.0	Others		
Transcript_13638.0	Expressed in All		
Transcript_179859.0	Others		
Transcript_51090.0	Tissue Specific	Kidney	
Transcript_56435.0	Tissue Specific	Brain	
Transcript_111818.0	Others		
Transcript_233198.0	Others		
Transcript_179877.0	Others		
Transcript_46692.0	Others		
Transcript_179957.0	Others		
Transcript_68299.0	Others		
Transcript_144989.0	Tissue Specific	Skin	
Transcript_204773.0	Others		
Transcript_252670.0	Others		
Transcript_61632.0	Others		
Transcript_126863.0	Others		
Transcript_179968.0	Others		
Transcript_18002.0	Others		
Transcript_148905.0	Tissue Specific	Liver	
Transcript_261182.0	Others		
Transcript_44221.0	Others		
Transcript_55028.0	Others		
Transcript_266223.0	Others		
Transcript_18005.0	Tissue Specific	Brain	
Transcript_146767.0	Tissue Specific	Skin	
Transcript_198917.0	Others		
Transcript_180107.0	Others		
Transcript_268150.0	Others		
Transcript_228451.0	Others		
Transcript_237229.0	Others		
Transcript_39516.0	Others		
Transcript_19801.0	Others		
Transcript_266093.0	Tissue Specific	Gonad	Female
Transcript_137236.0	Tissue Specific	Brain	Female
Transcript_18011.0	Others		
Transcript_32758.0	Tissue Specific	Skin	
Transcript_251810.0	Tissue Specific	Gonad	Female
Transcript_81120.0	Others		
Transcript_199613.0	Others		
Transcript_203363.0	Tissue Specific	Gonad	
Transcript_18264.0	Others		
Transcript_62152.0	Tissue Specific	Brain	
Transcript_98933.0	Others		
Transcript_18013.0	Others		
Transcript_18556.0	Others		
Transcript_193073.0	Others		
Transcript_10225.0	Tissue Specific	Gonad	
Transcript_58853.0	Others		
Transcript_180165.0	Others		
Transcript_223707.0	Others		
Transcript_258944.0	Tissue Specific	Brain	
Transcript_262050.0	Tissue Specific	Gonad	Female
Transcript_18568.0	Others		
Transcript_198411.0	Tissue Specific	Brain	
Transcript_170555.0	Tissue Specific	Lung	Male
Transcript_72436.0	Others		
Transcript_18027.0	Others		
Transcript_74555.0	Others		
Transcript_95502.0	Others		
Transcript_244662.0	Others		
Transcript_33810.0	Others		
Transcript_92269.0	Others		
Transcript_207677.0	Others		
Transcript_180283.0	Others		
Transcript_102629.0	Others		
Transcript_90752.0	Others		
Transcript_271877.0	Others		
Transcript_11892.0	Tissue Specific	Brain	
Transcript_35837.0	Others		
Transcript_180286.0	Others		
Transcript_209701.0	Others		
Transcript_220363.0	Others		
Transcript_180312.0	Tissue Specific	Muscle	
Transcript_258957.0	Others		
Transcript_156625.0	Tissue Specific	Gonad	Female
Transcript_41805.0	Tissue Specific	Brain	
Transcript_180320.0	Tissue Specific	Gonad	
Transcript_43892.0	Tissue Specific	Gonad	Female
Transcript_145242.0	Others		
Transcript_59575.0	Others		
Transcript_63997.0	Others		
Transcript_35583.0	Tissue Specific	Gonad	Female
Transcript_26280.0	Others		
Transcript_247774.0	Tissue Specific	Gonad	Female
Transcript_180373.0	Others		
Transcript_65972.0	Tissue Specific	Gonad	Female
Transcript_152848.0	Others		
Transcript_131035.0	Others		
Transcript_198552.0	Tissue Specific	Brain	
Transcript_180382.0	Others		
Transcript_259945.0	Tissue Specific	Skin	
Transcript_180433.0	Tissue Specific	Brain	
Transcript_18278.0	Others		
Transcript_62729.0	Others		
Transcript_77923.0	Others		
Transcript_207705.0	Tissue Specific	Gonad	
Transcript_63860.0	Others		
Transcript_224370.0	Others		
Transcript_180443.0	Tissue Specific	Skin	
Transcript_17475.0	Others		
Transcript_40124.0	Tissue Specific	Muscle	
Transcript_68063.0	Others		
Transcript_26162.0	Others		
Transcript_18046.0	Others		
Transcript_55694.0	Others		
Transcript_18047.0	Others		
Transcript_18049.0	Tissue Specific	Brain	
Transcript_207132.0	Others		
Transcript_252736.0	Others		
Transcript_44464.0	Others		
Transcript_51349.0	Others		
Transcript_240180.0	Tissue Specific	Gonad	
Transcript_11602.0	Others		
Transcript_66855.0	Others		
Transcript_63233.0	Others		
Transcript_263688.0	Others		
Transcript_155440.0	Others		
Transcript_180554.0	Tissue Specific	Brain	Male
Transcript_247714.0	Others		
Transcript_156519.0	Tissue Specific	Gonad	
Transcript_56750.0	Tissue Specific	Gonad	Female
Transcript_41918.0	Tissue Specific	Brain	
Transcript_188845.0	Others		
Transcript_17223.0	Others		
Transcript_155469.0	Others		
Transcript_120667.0	Tissue Specific	Brain	
Transcript_38473.0	Tissue Specific	Skin	
Transcript_66220.0	Tissue Specific	Gonad	
Transcript_71318.0	Tissue Specific	Liver	
Transcript_117942.0	Others		
Transcript_180676.0	Others		
Transcript_195911.0	Others		
Transcript_100196.0	Tissue Specific	Lung	
Transcript_64177.0	Tissue Specific	Lung	
Transcript_180689.0	Others		
Transcript_141137.0	Others		
Transcript_180706.0	Tissue Specific	Gonad	Female
Transcript_180738.0	Others		
Transcript_259025.0	Others		
Transcript_180834.0	Others		
Transcript_288269.0	Others		
Transcript_54236.0	Others		
Transcript_217027.0	Others		
Transcript_100415.0	Others		
Transcript_274148.0	Others		
Transcript_25857.0	Tissue Specific	Skin	
Transcript_49794.0	Others		
Transcript_180851.0	Others		
Transcript_175628.0	Others		
Transcript_25876.0	Others		
Transcript_180985.0	Others		
Transcript_181036.0	Others		
Transcript_42996.0	Others		
Transcript_101278.0	Others		
Transcript_161453.0	Others		
Transcript_64094.0	Others		
Transcript_67871.0	Others		
Transcript_99264.0	Tissue Specific	Kidney	
Transcript_190115.0	Tissue Specific	Gonad	
Transcript_210454.0	Others		
Transcript_15581.0	Others		
Transcript_199786.0	Others		
Transcript_21390.0	Others		
Transcript_170597.0	Tissue Specific	Kidney	
Transcript_273476.0	Others		
Transcript_18116.0	Others		
Transcript_244491.0	Others		
Transcript_250211.0	Others		
Transcript_204640.0	Others		
Transcript_254686.0	Tissue Specific	Muscle	
Transcript_18131.0	Others		
Transcript_274961.0	Others		
Transcript_175876.0	Others		
Transcript_153056.0	Others		
Transcript_44601.0	Others		
Transcript_192509.0	Others		
Transcript_55419.0	Others		
Transcript_18411.0	Others		
Transcript_233982.0	Others		
Transcript_181368.0	Others		
Transcript_27390.0	Others		
Transcript_181373.0	Others		
Transcript_147947.0	Tissue Specific	Skin	
Transcript_88986.0	Others		
Transcript_262292.0	Others		
Transcript_181391.0	Others		
Transcript_88583.0	Others		
Transcript_254358.0	Others		
Transcript_34845.0	Others		
Transcript_40592.0	Others		
Transcript_50536.0	Others		
Transcript_41544.0	Others		
Transcript_181463.0	Others		
Transcript_59168.0	Tissue Specific	Gonad	Female
Transcript_86642.0	Others		
Transcript_139345.0	Others		
Transcript_216165.0	Others		
Transcript_47492.0	Others		
Transcript_47949.0	Others		
Transcript_74826.0	Others		
Transcript_82477.0	Others		
Transcript_239894.0	Tissue Specific	Liver	
Transcript_18150.0	Others		
Transcript_140281.0	Tissue Specific	Brain	Female
Transcript_256829.0	Tissue Specific	Brain	
Transcript_229231.0	Tissue Specific	Liver	
Transcript_2579.0	Others		
Transcript_244760.0	Tissue Specific	Brain	Female
Transcript_121522.0	Others		
Transcript_181511.0	Others		
Transcript_107378.0	Tissue Specific	Skin	
Transcript_40745.0	Others		
Transcript_62646.0	Others		
Transcript_97989.0	Others		
Transcript_181513.0	Others		
Transcript_247390.0	Not Expressed		
Transcript_88560.0	Tissue Specific	Brain	
Transcript_181671.0	Not Expressed		
Transcript_176744.0	Others		
Transcript_153941.0	Tissue Specific	Skin	
Transcript_63863.0	Others		
Transcript_181720.0	Others		
Transcript_203340.0	Others		
Transcript_247327.0	Tissue Specific	Brain	Male
Transcript_53931.0	Others		
Transcript_181732.0	Tissue Specific	Muscle	
Transcript_59515.0	Others		
Transcript_80340.0	Tissue Specific	Kidney	
Transcript_208461.0	Others		
Transcript_46759.0	Others		
Transcript_238237.0	Others		
Transcript_5662.0	Others		
Transcript_58284.0	Tissue Specific	Brain	Female
Transcript_18177.0	Others		
Transcript_249136.0	Others		
Transcript_104828.0	Others		
Transcript_181813.0	Others		
Transcript_194620.0	Tissue Specific	Skin	
Transcript_181816.0	Others		
Transcript_75422.0	Tissue Specific	Lung	Female
Transcript_25602.0	Tissue Specific	Brain	
Transcript_181861.0	Tissue Specific	Lung	
Transcript_18193.0	Others		
Transcript_18199.0	Others		
Transcript_28763.0	Others		
Transcript_88281.0	Others		
Transcript_81413.0	Tissue Specific	Skin	
Transcript_182029.0	Tissue Specific	Liver	
Transcript_20087.0	Others		
Transcript_32267.0	Tissue Specific	Skin	
Transcript_37421.0	Others		
Transcript_116851.0	Others		
Transcript_99433.0	Others		
Transcript_182046.0	Others		
Transcript_159524.0	Tissue Specific	Skin	
Transcript_38239.0	Others		
Transcript_267752.0	Others		
Transcript_182055.0	Tissue Specific	Skin	
Transcript_261376.0	Not Expressed		
Transcript_53798.0	Others		
Transcript_274056.0	Tissue Specific	Gonad	Female
Transcript_252064.0	Others		
Transcript_236120.0	Others		
Transcript_76149.0	Others		
Transcript_18219.0	Others		
Transcript_39459.0	Others		
Transcript_18222.0	Others		
Transcript_182227.0	Others		
Transcript_220401.0	Tissue Specific	Gonad	
Transcript_45756.0	Others		
Transcript_64480.0	Tissue Specific	Brain	
Transcript_253454.0	Others		
Transcript_5136.0	Others		
Transcript_182240.0	Tissue Specific	Skin	
Transcript_253509.0	Tissue Specific	Brain	
Transcript_209516.0	Others		
Transcript_71121.0	Others		
Transcript_209733.0	Others		
Transcript_182272.0	Tissue Specific	Skin	
Transcript_41784.0	Tissue Specific	Gonad	Female
Transcript_186200.0	Tissue Specific	Brain	
Transcript_182285.0	Others		
Transcript_263719.0	Others		
Transcript_61682.0	Tissue Specific	Skin	
Transcript_202628.0	Others		
Transcript_82110.0	Others		
Transcript_236012.0	Others		
Transcript_152816.0	Others		
Transcript_206114.0	Others		
Transcript_263746.0	Others		
Transcript_91634.0	Others		
Transcript_201209.0	Others		
Transcript_254449.0	Others		
Transcript_69625.0	Others		
Transcript_226844.0	Others		
Transcript_225363.0	Others		
Transcript_40241.0	Tissue Specific	Brain	
Transcript_94029.0	Tissue Specific	Gonad	Female
Transcript_269074.0	Tissue Specific	Gonad	
Transcript_220498.0	Others		
Transcript_245826.0	Tissue Specific	Skin	
Transcript_239361.0	Others		
Transcript_47510.0	Others		
Transcript_102409.0	Others		
Transcript_32081.0	Tissue Specific	Heart	
Transcript_71312.0	Tissue Specific	Lung	
Transcript_206505.0	Others		
Transcript_196799.0	Others		
Transcript_182734.0	Others		
Transcript_256413.0	Tissue Specific	Gonad	Female
Transcript_72994.0	Others		
Transcript_232488.0	Others		
Transcript_273738.0	Others		
Transcript_182787.0	Others		
Transcript_182854.0	Others		
Transcript_254799.0	Others		
Transcript_63353.0	Others		
Transcript_267954.0	Others		
Transcript_47371.0	Others		
Transcript_182877.0	Others		
Transcript_166526.0	Others		
Transcript_197777.0	Others		
Transcript_32397.0	Others		
Transcript_144602.0	Others		
Transcript_27726.0	Others		
Transcript_90250.0	Others		
Transcript_182880.0	Others		
Transcript_152149.0	Tissue Specific	Skin	
Transcript_90335.0	Others		
Transcript_96126.0	Others		
Transcript_183028.0	Others		
Transcript_208992.0	Others		
Transcript_121837.0	Others		
Transcript_206240.0	Others		
Transcript_45301.0	Tissue Specific	Lung	
Transcript_91332.0	Tissue Specific	Lung	
Transcript_183102.0	Others		
Transcript_234897.0	Others		
Transcript_18313.0	Others		
Transcript_258116.0	Tissue Specific	Brain	Female
Transcript_101986.0	Tissue Specific	Brain	
Transcript_183161.0	Tissue Specific	Brain	
Transcript_31921.0	Others		
Transcript_183190.0	Tissue Specific	Skin	
Transcript_1832.0	Others		
Transcript_264533.0	Others		
Transcript_204983.0	Others		
Transcript_90467.0	Others		
Transcript_18862.0	Others		
Transcript_34396.0	Others		
Transcript_50316.0	Tissue Specific	Gonad	Female
Transcript_189354.0	Tissue Specific	Gonad	
Transcript_183311.0	Others		
Transcript_88406.0	Others		
Transcript_224550.0	Others		
Transcript_145225.0	Tissue Specific	Brain	
Transcript_56166.0	Tissue Specific	Gonad	
Transcript_238158.0	Others		
Transcript_99600.0	Tissue Specific	Brain	Male
Transcript_183410.0	Others		
Transcript_96135.0	Tissue Specific	Gonad	Female
Transcript_30482.0	Tissue Specific	Liver	
Transcript_144118.0	Others		
Transcript_77883.0	Others		
Transcript_183424.0	Others		
Transcript_36768.0	Others		
Transcript_31890.0	Others		
Transcript_150952.0	Tissue Specific	Gonad	
Transcript_120960.0	Others		
Transcript_183436.0	Others		
Transcript_183519.0	Others		
Transcript_183570.0	Tissue Specific	Brain	
Transcript_32524.0	Others		
Transcript_73806.0	Others		
Transcript_273785.0	Tissue Specific	Brain	
Transcript_229028.0	Others		
Transcript_165548.0	Others		
Transcript_45702.0	Tissue Specific	Brain	
Transcript_183654.0	Others		
Transcript_251183.0	Tissue Specific	Brain	
Transcript_18381.0	Others		
Transcript_183823.0	Others		
Transcript_17526.0	Others		
Transcript_98378.0	Others		
Transcript_76265.0	Others		
Transcript_183846.0	Tissue Specific	Heart	
Transcript_51579.0	Others		
Transcript_257604.0	Others		
Transcript_74425.0	Others		
Transcript_254516.0	Others		
Transcript_194113.0	Tissue Specific	Gonad	Female
Transcript_242171.0	Others		
Transcript_56561.0	Others		
Transcript_190948.0	Others		
Transcript_110682.0	Others		
Transcript_241296.0	Others		
Transcript_65305.0	Others		
Transcript_111197.0	Others		
Transcript_68555.0	Others		
Transcript_108438.0	Others		
Transcript_183893.0	Others		
Transcript_53690.0	Others		
Transcript_91534.0	Tissue Specific	Skin	
Transcript_183921.0	Tissue Specific	Brain	
Transcript_183963.0	Tissue Specific	Lung	Female
Transcript_187162.0	Tissue Specific	Brain	
Transcript_58554.0	Tissue Specific	Brain	Male
Transcript_184064.0	Tissue Specific	Gonad	Female
Transcript_150878.0	Others		
Transcript_268936.0	Tissue Specific	Brain	
Transcript_184134.0	Tissue Specific	Brain	
Transcript_259400.0	Others		
Transcript_123554.0	Others		
Transcript_92126.0	Tissue Specific	Brain	
Transcript_192302.0	Others		
